0.34098	1.1842807531444608e-15
0.35807	1.343062243711339e-15
0.37517	2.8065476460912177e-15
0.3813	3.19189431641752e-15
0.39127	1.8954830355925817e-15
0.41979	6.050136860570219e-15
0.44132	7.54646399410235e-15
0.4513	1.0002042705195599e-14
0.45994	9.98138590236506e-15
0.46822	1.0835102296504735e-14
0.47649	1.1946145972785271e-14
0.48482	1.1723353301436943e-14
0.49205	1.2060631590600551e-14
0.50362	1.2274546706752911e-14
0.51847	1.188448314905772e-14
0.55104	1.31534350769725e-14
0.59892	1.3806257056412565e-14
0.64701	1.2879836264892959e-14
0.69529	1.1956354349136625e-14
0.74372	1.0656930178090498e-14
0.79214	9.693434819603803e-15
0.84063	8.90073188025919e-15
0.88918	8.321829172527577e-15
0.93113	7.648588586957421e-15
0.95413	7.173446054180705e-15
0.99511	6.648793062785659e-15
1.04404	5.886860509074586e-15
1.08385	5.31822739130848e-15
1.11299	4.858716540289593e-15
1.13544	4.573961994028437e-15
1.15359	4.3842725288341986e-15
1.16955	4.099038648728322e-15
1.18321	3.88384985791232e-15
1.20128	3.696768515526131e-15
1.22366	3.509649843921216e-15
1.24392	3.3051022684494588e-15
1.27721	3.0894337330754522e-15
1.32531	2.8700621174280874e-15
1.37411	2.5657985913790656e-15
1.40283	2.3765857786874457e-15
1.41049	2.25108646636979e-15
1.41752	2.164774670055832e-15
1.42763	1.914032328766289e-15
1.43468	1.867292227146207e-15
1.43885	1.7482447583925777e-15
1.44761	1.6584744963228831e-15
1.45186	1.5387168512375595e-15
1.45801	1.4548831507804088e-15
1.4667	1.3626479767403204e-15
1.47123	1.2652247353843555e-15
1.47602	1.2016436420133662e-15
1.48496	1.111866353767596e-15
1.49138	1.0539234505439876e-15
1.50944	9.411867259292054e-16
1.53915	8.886599716929455e-16
1.56986	8.886100120445486e-16
1.6069	8.897775677679962e-16
1.65529	8.2510081477704e-16
1.70317	7.95882343523619e-16
1.75167	7.151800052002235e-16
1.80028	6.397771552225612e-16
1.84651	5.811631707912007e-16
1.89036	4.559483019250469e-16
1.90246	3.7355024210030176e-16
1.91349	3.211829343732863e-16
1.92761	2.5814164340368616e-16
1.94129	2.190521456558707e-16
1.97261	1.8247046765215367e-16
2.02091	1.7465065153729687e-16
2.06916	1.673524255490428e-16
2.11721	1.6944590578286699e-16
2.15432	1.725743220549779e-16
2.21754	1.765373733769017e-16
2.26163	1.6060849016813805e-16
2.33297	1.1134857157594365e-16
2.36865	9.389107445122345e-17
2.40215	7.568793944783064e-17
2.4444	5.879679751735515e-17
2.49315	4.751768619616802e-17
2.5417	4.2024187266383676e-17
2.59023	3.666840451108451e-17
2.63685	2.6880861875200307e-17
2.68128	1.7793958071802318e-17
2.7192	8.09661419414014e-18
2.75913	2.279781211458063e-18
2.80816	1.6787890717079588e-18
2.85591	2.6131661360785255e-18
2.90419	4.2229912315324425e-18
2.95255	4.600022564648561e-18
3.00059	4.671637348031491e-18
3.04926	5.277449181379709e-18
3.09757	6.008878663445195e-18
3.14601	5.320519608027219e-18
3.19546	4.770587690176359e-18
3.24287	4.3902892296346335e-18
3.29117	5.032704191949282e-18
3.3397	3.819056226990555e-18
3.38817	3.1504176604113065e-18
3.43655	3.1541571006973946e-18
3.48496	3.0228226464967845e-18
3.53336	2.8873256740047247e-18
3.58179	2.6317369267890523e-18
3.63012	2.9790517688502256e-18
3.67849	2.9987838566566572e-18
3.72691	2.80978617113752e-18
3.7772	2.4009155557626782e-18
3.82194	2.315778633291156e-18
3.87219	2.157495056709224e-18
3.9206	2.0821490915371436e-18
3.96019	2.0601875569845715e-18
2.29768	1.313933791058088e-16
1.89744	4.0807018798620087e-16
1.87518	5.033085053105663e-16
