400.105615	1.412e-25	1	1	5	6	1387	1380
400.221787	1.071e-20	1	1	5	6	1387	1380
400.481051	1.068e-20	1	1	5	6	1387	1380
400.492423	6.065e-28	1	1	5	3	1387	1380
400.797621	9.78e-24	1	1	5	6	1387	1380
400.801677	1.229e-30	1	1	4	3	1387	1380
400.861584	3.931e-23	1	1	5	6	1387	1380
400.864759	1.31e-23	1	1	5	6	1387	1380
400.981631	2.678e-30	1	1	5	3	1387	1380
401.148419	5.114e-28	1	1	5	3	1387	1380
401.380265	2.944e-23	1	1	5	6	1387	1380
402.050499	3.753e-30	1	1	6	4	1387	1385
402.21988	4.958e-28	1	1	4	3	1387	1380
402.39569	3.095e-30	1	1	5	3	1387	1380
402.558417	1.777e-30	1	1	4	3	1387	1380
402.567143	2.735e-28	1	1	5	3	1387	1380
402.569916	5.332e-30	1	1	4	3	1387	1380
402.570588	5.395e-29	1	1	5	3	1387	1380
402.665323	3.775e-29	1	1	5	3	1387	1380
402.680945	1.132e-28	1	1	5	3	1387	1380
402.744666	2.961e-26	1	1	5	6	1387	1380
402.926627	1.877e-26	1	1	4	6	1387	1380
403.449361	1.038e-30	1	1	4	3	1387	1380
403.555425	1.342e-28	1	1	5	3	1387	1380
403.73237	1.014e-29	1	1	5	3	1387	1380
403.741007	4.891e-25	1	1	4	6	1387	1380
403.813006	1.402e-28	1	1	7	4	1387	1385
403.985088	1.004e-28	1	1	4	3	1387	1380
403.990366	3.838e-29	1	1	4	4	1387	26
403.990403	1.28e-29	1	1	3	4	1387	26
404.077488	5.176e-24	1	1	5	6	1387	1380
404.089275	4.445e-28	1	1	4	3	1387	1380
404.090369	1.482e-28	1	1	4	3	1387	1380
404.164053	2.106e-27	1	1	4	3	1387	1380
404.353986	2.467e-30	1	1	5	3	1387	1380
404.642405	2.995e-30	1	1	5	3	1387	1380
404.649037	1.125e-24	1	1	5	6	1387	1380
404.756598	1.944e-30	1	1	4	3	1387	1380
404.84355	5.33e-30	1	1	5	3	1387	1380
405.035059	8.909e-27	1	1	4	3	1387	1380
405.061034	1.675e-30	1	1	5	4	1387	1385
405.07918	3.425e-29	1	1	5	3	1387	1380
405.146559	2.481e-26	1	1	4	6	1387	1380
405.495504	4.911e-22	1	1	7	6	1387	1380
405.501544	2.692e-25	1	1	5	6	1387	1380
405.583058	3.866e-30	1	1	5	3	1387	1380
405.59587	1.237e-30	1	1	5	3	1387	1380
405.628178	6.334e-30	1	1	5	3	1387	1380
405.655883	3.637e-30	1	1	5	3	1387	1380
405.940049	2.192e-30	1	1	5	3	1387	1380
406.167931	2.601e-26	1	1	4	6	1387	1380
406.259922	1.623e-28	1	1	5	3	1387	1380
406.365473	1.412e-25	1	1	4	6	1387	1380
406.453046	3.899e-30	1	1	5	3	1387	1380
406.499902	1.292e-30	1	1	4	3	1387	1380
406.542171	8.138e-27	1	1	4	3	1387	1380
406.796963	1.128e-28	1	1	5	3	1387	1380
406.894033	3.499e-29	1	1	5	3	1387	1380
406.907628	1.989e-29	1	1	5	4	1387	1385
406.924187	1.261e-30	1	1	5	3	1387	1380
406.941648	5.973e-29	1	1	6	4	1387	1385
407.305237	4.738e-26	1	1	4	6	1387	1380
