0.48052	1.3278688756393196e-9
0.60074	7.543245978475869e-10
0.72274	4.5652079796063354e-10
0.80716	3.359004791748468e-10
0.88792	2.8600120803151053e-10
0.96648	2.38925992595871e-10
0.99622	2.1284931539572886e-10
1.05145	1.8355337865926507e-10
1.10726	1.5658080026470308e-10
1.15398	8.068743091791811e-11
1.16009	1.2204511944392365e-10
1.18332	9.434034665398353e-11
1.1878	6.600701341113973e-11
1.21273	7.906724285584891e-11
1.23852	1.036173999434574e-10
1.26208	9.39986762502297e-11
1.27138	7.317007899514168e-11
1.28692	8.261052466863108e-11
1.31314	8.15464975569501e-11
1.33814	5.900888939920636e-11
1.36707	7.313277288886785e-11
1.3991	5.2980736879825404e-11
1.41247	4.366966058402472e-11
1.43014	3.24734329203383e-11
1.43849	5.021709536847924e-11
1.45831	3.527023538912582e-11
1.47249	4.785889195399203e-11
1.50326	5.018015105288714e-11
1.52783	3.6479468672556965e-11
1.52834	3.319143725124796e-11
1.56303	4.1590077133567007e-11
1.58136	2.7428883251582783e-11
1.58296	2.7539259665221913e-11
1.61222	2.18361597524247e-11
1.61955	2.1148905999413843e-11
1.63137	3.00621306226864e-11
1.64638	2.228278951208005e-11
1.65993	2.8397678689630084e-11
1.70127	2.7057116051736238e-11
1.76756	2.4576813707652855e-11
1.86133	1.9240792202447874e-11
1.91698	1.51718298655475e-11
1.94489	1.0191955200343342e-11
1.9755	4.752331443075161e-12
2.00636	3.33993494337502e-12
2.04326	2.563458021024088e-12
2.09757	4.4215858673888385e-12
2.11715	7.602966634166639e-12
2.16691	8.326041856605123e-12
2.22858	8.809912377175241e-12
2.30152	7.655138254237776e-12
2.37042	6.29513944447841e-12
2.44487	5.04978775231764e-12
2.52397	4.051938893176176e-12
2.56863	3.565207202358127e-12
2.62352	2.6063380691567195e-12
2.67976	9.156097908465905e-13
2.71284	1.473667872569043e-13
2.77201	4.66902721422534e-14
2.85365	1.5130548057724736e-13
2.89892	3.7746768416051176e-13
2.95458	3.861622505771141e-13
2.99317	2.757841321506876e-13
3.04864	2.210364032139859e-13
3.11719	1.6302343097256985e-13
3.19275	1.221398194066314e-13
3.25071	1.1735284990915344e-13
3.31091	1.1134448276459039e-13
3.37889	1.0389505345214006e-13
3.43575	1.0842889177494605e-13
3.5164	1.0908219432335784e-13
3.60725	1.1302458644699508e-13
3.68668	1.1322410594688001e-13
3.77288	1.0528399286363359e-13
3.83794	1.0014347133505112e-13
3.90865	1.0208131449236473e-13
3.97002	9.703554198717785e-14
4.044	9.656663009492324e-14
