Wavelength	Transit Depth
(meters)	(percent)
7.121671e-07	1.406637e+00
7.128782e-07	1.406228e+00
7.135901e-07	1.406409e+00
7.143026e-07	1.406591e+00
7.150159e-07	1.407613e+00
7.157299e-07	1.408860e+00
7.164445e-07	1.406537e+00
7.171599e-07	1.406990e+00
7.178760e-07	1.407089e+00
7.185929e-07	1.407632e+00
7.193104e-07	1.407826e+00
7.200287e-07	1.410035e+00
7.207476e-07	1.411098e+00
7.214673e-07	1.411952e+00
7.221877e-07	1.412927e+00
7.229089e-07	1.410682e+00
7.236307e-07	1.415382e+00
7.243533e-07	1.411965e+00
7.250766e-07	1.409844e+00
7.258006e-07	1.414164e+00
7.265254e-07	1.411622e+00
7.272508e-07	1.411412e+00
7.279770e-07	1.411239e+00
7.287039e-07	1.415059e+00
7.294315e-07	1.412105e+00
7.301599e-07	1.411773e+00
7.308890e-07	1.416868e+00
7.316188e-07	1.412700e+00
7.323494e-07	1.415562e+00
7.330807e-07	1.413463e+00
7.338127e-07	1.423279e+00
7.345454e-07	1.413800e+00
7.352789e-07	1.414050e+00
7.360131e-07	1.414469e+00
7.367480e-07	1.418895e+00
7.374837e-07	1.418095e+00
7.382201e-07	1.422532e+00
7.389572e-07	1.417934e+00
7.396951e-07	1.429012e+00
7.404337e-07	1.419536e+00
7.411731e-07	1.441318e+00
7.419132e-07	1.425080e+00
7.426540e-07	1.422846e+00
7.433955e-07	1.423538e+00
7.441379e-07	1.442207e+00
7.448809e-07	1.431967e+00
7.456247e-07	1.441489e+00
7.463692e-07	1.427341e+00
7.471145e-07	1.430904e+00
7.478605e-07	1.432499e+00
7.486073e-07	1.427069e+00
7.493548e-07	1.426000e+00
7.501031e-07	1.426821e+00
7.508521e-07	1.435345e+00
7.516018e-07	1.426631e+00
7.523523e-07	1.427871e+00
7.531036e-07	1.428812e+00
7.538556e-07	1.429771e+00
7.546083e-07	1.431741e+00
7.553618e-07	1.431122e+00
7.561161e-07	1.436642e+00
7.568711e-07	1.434204e+00
7.576269e-07	1.434651e+00
7.583834e-07	1.435775e+00
7.591407e-07	1.437220e+00
7.598987e-07	1.439607e+00
7.606575e-07	1.441209e+00
7.614170e-07	1.442069e+00
7.621773e-07	1.445260e+00
7.629384e-07	1.446062e+00
7.637002e-07	1.449261e+00
7.644628e-07	1.452460e+00
7.652261e-07	1.459988e+00
7.659902e-07	1.479215e+00
7.667551e-07	1.494956e+00
7.675207e-07	1.464201e+00
7.682871e-07	1.457638e+00
7.690543e-07	1.462805e+00
7.698222e-07	1.496668e+00
7.705909e-07	1.466016e+00
7.713604e-07	1.453420e+00
7.721306e-07	1.448407e+00
7.729016e-07	1.445422e+00
7.736734e-07	1.443170e+00
7.744459e-07	1.441097e+00
7.752193e-07	1.439417e+00
7.759933e-07	1.437853e+00
7.767682e-07	1.436399e+00
7.775438e-07	1.435045e+00
7.783202e-07	1.433743e+00
7.790974e-07	1.432996e+00
7.798754e-07	1.431423e+00
7.806541e-07	1.430184e+00
7.814336e-07	1.429136e+00
7.822139e-07	1.428117e+00
7.829950e-07	1.427226e+00
7.837768e-07	1.426949e+00
7.845595e-07	1.426132e+00
7.853429e-07	1.424763e+00
7.861271e-07	1.424143e+00
7.869120e-07	1.424111e+00
7.876978e-07	1.422554e+00
7.884844e-07	1.422536e+00
7.892717e-07	1.421500e+00
7.900598e-07	1.431197e+00
7.908487e-07	1.432875e+00
7.916384e-07	1.419928e+00
7.924289e-07	1.431792e+00
7.932201e-07	1.421176e+00
7.940122e-07	1.437200e+00
7.948051e-07	1.419211e+00
7.955987e-07	1.439077e+00
7.963931e-07	1.419650e+00
7.971884e-07	1.424475e+00
7.979844e-07	1.416644e+00
7.987812e-07	1.422249e+00
7.995788e-07	1.423915e+00
8.003772e-07	1.414978e+00
8.011764e-07	1.431006e+00
8.019764e-07	1.438564e+00
8.027772e-07	1.413933e+00
8.035788e-07	1.416772e+00
8.043812e-07	1.416305e+00
8.051844e-07	1.413834e+00
8.059885e-07	1.417994e+00
8.067933e-07	1.432564e+00
8.075989e-07	1.431059e+00
8.084053e-07	1.417585e+00
8.092125e-07	1.413577e+00
8.100205e-07	1.421068e+00
8.108294e-07	1.415396e+00
8.116390e-07	1.416298e+00
8.124495e-07	1.422753e+00
8.132607e-07	1.411494e+00
8.140728e-07	1.411428e+00
8.148857e-07	1.425560e+00
8.156994e-07	1.416140e+00
8.165139e-07	1.411657e+00
8.173292e-07	1.410075e+00
8.181453e-07	1.410685e+00
8.189623e-07	1.410635e+00
8.197801e-07	1.409850e+00
8.205986e-07	1.411095e+00
8.214180e-07	1.408119e+00
8.222382e-07	1.412609e+00
8.230593e-07	1.465243e+00
8.238811e-07	1.407962e+00
8.247038e-07	1.411540e+00
8.255273e-07	1.406819e+00
8.263516e-07	1.408883e+00
8.271768e-07	1.405886e+00
8.280027e-07	1.408301e+00
8.288295e-07	1.411142e+00
8.296571e-07	1.416227e+00
8.304856e-07	1.404721e+00
8.313149e-07	1.410130e+00
8.321450e-07	1.403956e+00
8.329759e-07	1.405072e+00
8.338076e-07	1.404103e+00
8.346402e-07	1.421646e+00
8.354737e-07	1.433268e+00
8.363079e-07	1.412408e+00
8.371430e-07	1.405711e+00
8.379789e-07	1.404250e+00
8.388157e-07	1.414873e+00
8.396533e-07	1.401965e+00
8.404917e-07	1.413888e+00
8.413309e-07	1.405041e+00
8.421710e-07	1.403117e+00
8.430120e-07	1.403641e+00
8.438538e-07	1.406641e+00
8.446964e-07	1.411133e+00
8.455398e-07	1.401036e+00
8.463841e-07	1.422828e+00
8.472293e-07	1.404535e+00
8.480753e-07	1.402239e+00
8.489221e-07	1.401951e+00
8.497698e-07	1.399932e+00
8.506183e-07	1.402079e+00
8.514677e-07	1.400457e+00
8.523179e-07	1.403385e+00
8.531690e-07	1.404609e+00
8.540209e-07	1.400617e+00
8.548737e-07	1.402574e+00
8.557273e-07	1.408728e+00
8.565818e-07	1.401099e+00
8.574371e-07	1.400040e+00
8.582933e-07	1.399840e+00
8.591503e-07	1.398005e+00
8.600082e-07	1.409982e+00
8.608670e-07	1.404762e+00
8.617266e-07	1.404297e+00
8.625870e-07	1.411408e+00
8.634484e-07	1.403295e+00
8.643105e-07	1.402149e+00
8.651736e-07	1.397599e+00
8.660375e-07	1.403033e+00
8.669023e-07	1.399678e+00
8.677679e-07	1.409519e+00
8.686344e-07	1.398011e+00
8.695018e-07	1.449923e+00
8.703700e-07	1.400396e+00
8.712391e-07	1.413599e+00
8.721091e-07	1.393627e+00
8.729799e-07	1.401978e+00
8.738516e-07	1.396239e+00
8.747242e-07	1.400176e+00
8.755976e-07	1.425693e+00
8.764719e-07	1.400421e+00
8.773471e-07	1.397145e+00
8.782232e-07	1.396048e+00
8.791001e-07	1.397560e+00
8.799779e-07	1.395644e+00
8.808566e-07	1.402442e+00
8.817362e-07	1.396309e+00
8.826166e-07	1.394510e+00
8.834980e-07	1.403209e+00
8.843802e-07	1.400552e+00
8.852633e-07	1.417496e+00
8.861472e-07	1.417789e+00
8.870321e-07	1.399608e+00
8.879178e-07	1.411859e+00
8.888044e-07	1.416866e+00
8.896919e-07	1.393173e+00
8.905803e-07	1.399943e+00
8.914696e-07	1.404064e+00
8.923598e-07	1.397609e+00
8.932508e-07	1.393353e+00
8.941428e-07	1.410989e+00
8.950356e-07	1.397985e+00
8.959293e-07	1.391096e+00
8.968239e-07	1.397447e+00
8.977195e-07	1.446851e+00
8.986159e-07	1.400784e+00
8.995132e-07	1.392623e+00
9.004114e-07	1.396533e+00
9.013105e-07	1.391088e+00
9.022104e-07	1.391484e+00
9.031113e-07	1.412998e+00
9.040131e-07	1.400969e+00
9.049158e-07	1.395726e+00
9.058194e-07	1.397766e+00
9.067239e-07	1.397276e+00
9.076293e-07	1.418394e+00
9.085356e-07	1.385416e+00
9.094428e-07	1.406343e+00
9.103509e-07	1.390867e+00
9.112599e-07	1.387832e+00
9.121699e-07	1.420135e+00
9.130807e-07	1.409864e+00
9.139924e-07	1.384874e+00
9.149051e-07	1.384796e+00
9.158187e-07	1.468264e+00
9.167332e-07	1.419772e+00
9.176485e-07	1.427303e+00
9.185648e-07	1.388007e+00
9.194821e-07	1.405652e+00
9.204002e-07	1.420006e+00
9.213193e-07	1.419815e+00
9.222392e-07	1.406794e+00
9.231601e-07	1.432795e+00
9.240819e-07	1.427728e+00
9.250047e-07	1.395204e+00
9.259283e-07	1.467721e+00
9.268529e-07	1.390270e+00
9.277784e-07	1.417617e+00
9.287048e-07	1.468489e+00
9.296322e-07	1.434758e+00
9.305604e-07	1.392458e+00
9.314896e-07	1.386820e+00
9.324197e-07	1.466787e+00
9.333508e-07	1.457863e+00
9.342828e-07	1.424659e+00
9.352157e-07	1.411741e+00
9.361496e-07	1.432886e+00
9.370843e-07	1.397446e+00
9.380200e-07	1.493326e+00
9.389567e-07	1.458601e+00
9.398943e-07	1.415624e+00
9.408328e-07	1.395335e+00
9.417723e-07	1.471959e+00
9.427126e-07	1.422393e+00
9.436540e-07	1.456975e+00
9.445963e-07	1.428628e+00
9.455395e-07	1.417859e+00
9.464836e-07	1.405051e+00
9.474287e-07	1.446641e+00
9.483748e-07	1.403769e+00
9.493218e-07	1.417492e+00
9.502697e-07	1.418843e+00
9.512186e-07	1.402463e+00
9.521684e-07	1.423391e+00
9.531192e-07	1.425992e+00
9.540709e-07	1.399845e+00
9.550236e-07	1.419656e+00
9.559772e-07	1.431119e+00
9.569318e-07	1.455851e+00
9.578873e-07	1.422110e+00
9.588438e-07	1.399872e+00
9.598012e-07	1.436565e+00
9.607596e-07	1.454467e+00
9.617190e-07	1.404561e+00
9.626793e-07	1.456082e+00
9.636406e-07	1.459593e+00
9.646028e-07	1.401684e+00
9.655660e-07	1.407295e+00
9.665301e-07	1.405737e+00
9.674953e-07	1.419560e+00
9.684613e-07	1.442093e+00
9.694284e-07	1.428379e+00
9.703964e-07	1.390917e+00
9.713654e-07	1.400435e+00
9.723353e-07	1.407825e+00
9.733062e-07	1.427832e+00
9.742781e-07	1.456504e+00
9.752510e-07	1.434577e+00
9.762248e-07	1.402576e+00
9.771996e-07	1.407604e+00
9.781754e-07	1.420221e+00
9.791521e-07	1.441074e+00
9.801298e-07	1.405432e+00
9.811085e-07	1.412838e+00
9.820882e-07	1.421867e+00
9.830688e-07	1.419964e+00
9.840505e-07	1.413588e+00
9.850331e-07	1.435448e+00
9.860167e-07	1.432214e+00
9.870012e-07	1.411038e+00
9.879868e-07	1.422542e+00
9.889733e-07	1.416517e+00
9.899609e-07	1.428821e+00
9.909494e-07	1.417924e+00
9.919389e-07	1.417970e+00
9.929294e-07	1.405700e+00
9.939208e-07	1.402461e+00
9.949133e-07	1.397878e+00
9.959068e-07	1.464236e+00
9.969012e-07	1.418649e+00
9.978967e-07	1.392156e+00
9.988931e-07	1.405993e+00
9.998905e-07	1.389347e+00
1.000889e-06	1.430940e+00
1.001888e-06	1.421937e+00
1.002889e-06	1.409278e+00
1.003890e-06	1.409576e+00
1.004893e-06	1.403737e+00
1.005896e-06	1.413822e+00
1.006900e-06	1.387844e+00
1.007906e-06	1.404220e+00
1.008912e-06	1.395963e+00
1.009920e-06	1.387657e+00
1.010928e-06	1.414824e+00
1.011938e-06	1.413538e+00
1.012948e-06	1.397514e+00
1.013960e-06	1.396933e+00
1.014972e-06	1.396248e+00
1.015986e-06	1.408743e+00
1.017000e-06	1.396562e+00
1.018016e-06	1.395415e+00
1.019032e-06	1.404876e+00
1.020050e-06	1.422709e+00
1.021068e-06	1.399018e+00
1.022088e-06	1.387138e+00
1.023108e-06	1.403864e+00
1.024130e-06	1.423078e+00
1.025153e-06	1.399422e+00
1.026176e-06	1.398772e+00
1.027201e-06	1.396572e+00
1.028227e-06	1.393730e+00
1.029253e-06	1.411528e+00
1.030281e-06	1.399938e+00
1.031310e-06	1.390956e+00
1.032340e-06	1.408926e+00
1.033371e-06	1.391024e+00
1.034402e-06	1.380321e+00
1.035435e-06	1.383272e+00
1.036469e-06	1.383337e+00
1.037504e-06	1.399068e+00
1.038540e-06	1.390518e+00
1.039577e-06	1.386668e+00
1.040615e-06	1.384710e+00
1.041654e-06	1.389188e+00
1.042694e-06	1.391510e+00
1.043736e-06	1.403790e+00
1.044778e-06	1.404503e+00
1.045821e-06	1.388398e+00
1.046865e-06	1.409140e+00
1.047911e-06	1.396385e+00
1.048957e-06	1.392356e+00
1.050004e-06	1.399382e+00
1.051053e-06	1.404974e+00
1.052102e-06	1.403415e+00
1.053153e-06	1.380069e+00
1.054205e-06	1.383724e+00
1.055257e-06	1.387143e+00
1.056311e-06	1.387107e+00
1.057366e-06	1.406709e+00
1.058422e-06	1.378966e+00
1.059478e-06	1.403822e+00
1.060536e-06	1.390824e+00
1.061595e-06	1.384848e+00
1.062655e-06	1.391991e+00
1.063717e-06	1.385400e+00
1.064779e-06	1.378354e+00
1.065842e-06	1.400738e+00
1.066906e-06	1.402884e+00
1.067972e-06	1.383005e+00
1.069038e-06	1.404938e+00
1.070105e-06	1.385204e+00
1.071174e-06	1.403096e+00
1.072244e-06	1.393663e+00
1.073314e-06	1.381211e+00
1.074386e-06	1.373881e+00
1.075459e-06	1.378500e+00
1.076533e-06	1.398779e+00
1.077608e-06	1.401710e+00
1.078684e-06	1.429977e+00
1.079761e-06	1.393728e+00
1.080839e-06	1.389405e+00
1.081918e-06	1.400643e+00
1.082999e-06	1.379386e+00
1.084080e-06	1.391403e+00
1.085162e-06	1.390366e+00
1.086246e-06	1.402658e+00
1.087331e-06	1.403210e+00
1.088416e-06	1.395539e+00
1.089503e-06	1.411452e+00
1.090591e-06	1.384792e+00
1.091680e-06	1.440833e+00
1.092770e-06	1.441780e+00
1.093861e-06	1.432464e+00
1.094954e-06	1.433105e+00
1.096047e-06	1.445239e+00
1.097141e-06	1.422797e+00
1.098237e-06	1.405671e+00
1.099334e-06	1.399612e+00
1.100431e-06	1.429072e+00
1.101530e-06	1.431841e+00
1.102630e-06	1.442649e+00
1.103731e-06	1.388260e+00
1.104833e-06	1.429236e+00
1.105936e-06	1.458486e+00
1.107041e-06	1.403775e+00
1.108146e-06	1.408708e+00
1.109253e-06	1.404161e+00
1.110360e-06	1.465275e+00
1.111469e-06	1.421644e+00
1.112579e-06	1.431817e+00
1.113690e-06	1.404568e+00
1.114802e-06	1.472442e+00
1.115915e-06	1.422450e+00
1.117029e-06	1.455252e+00
1.118145e-06	1.430290e+00
1.119261e-06	1.451205e+00
1.120379e-06	1.498436e+00
1.121498e-06	1.417977e+00
1.122618e-06	1.456277e+00
1.123739e-06	1.412280e+00
1.124861e-06	1.428778e+00
1.125984e-06	1.411940e+00
1.127108e-06	1.433881e+00
1.128234e-06	1.466406e+00
1.129360e-06	1.475661e+00
1.130488e-06	1.417152e+00
1.131617e-06	1.443341e+00
1.132747e-06	1.398380e+00
1.133878e-06	1.418565e+00
1.135010e-06	1.416163e+00
1.136143e-06	1.408904e+00
1.137278e-06	1.432489e+00
1.138413e-06	1.419377e+00
1.139550e-06	1.454476e+00
1.140688e-06	1.406711e+00
1.141827e-06	1.434261e+00
1.142967e-06	1.428232e+00
1.144109e-06	1.469082e+00
1.145251e-06	1.416668e+00
1.146395e-06	1.449689e+00
1.147539e-06	1.431848e+00
1.148685e-06	1.447540e+00
1.149832e-06	1.450211e+00
1.150980e-06	1.442921e+00
1.152130e-06	1.432071e+00
1.153280e-06	1.456256e+00
1.154432e-06	1.442882e+00
1.155584e-06	1.443634e+00
1.156738e-06	1.414344e+00
1.157893e-06	1.442359e+00
1.159050e-06	1.414111e+00
1.160207e-06	1.412799e+00
1.161365e-06	1.426953e+00
1.162525e-06	1.502527e+00
1.163686e-06	1.492991e+00
1.164848e-06	1.449244e+00
1.166011e-06	1.438109e+00
1.167175e-06	1.451118e+00
1.168341e-06	1.492659e+00
1.169507e-06	1.483133e+00
1.170675e-06	1.444603e+00
1.171844e-06	1.409063e+00
1.173014e-06	1.414189e+00
1.174186e-06	1.436457e+00
1.175358e-06	1.413292e+00
1.176532e-06	1.439761e+00
1.177707e-06	1.435932e+00
1.178882e-06	1.453037e+00
1.180060e-06	1.456287e+00
1.181238e-06	1.430000e+00
1.182417e-06	1.491089e+00
1.183598e-06	1.427770e+00
1.184780e-06	1.436351e+00
1.185963e-06	1.472536e+00
1.187147e-06	1.409922e+00
1.188333e-06	1.416590e+00
1.189519e-06	1.444668e+00
1.190707e-06	1.442743e+00
1.191896e-06	1.428786e+00
1.193086e-06	1.410545e+00
1.194278e-06	1.423106e+00
1.195470e-06	1.404226e+00
1.196664e-06	1.411515e+00
1.197859e-06	1.409429e+00
1.199055e-06	1.437519e+00
1.200252e-06	1.404204e+00
1.201451e-06	1.412240e+00
1.202650e-06	1.422896e+00
1.203851e-06	1.394460e+00
1.205053e-06	1.415014e+00
1.206257e-06	1.426610e+00
1.207461e-06	1.406789e+00
1.208667e-06	1.413854e+00
1.209874e-06	1.449612e+00
1.211082e-06	1.406921e+00
1.212291e-06	1.426973e+00
1.213502e-06	1.415239e+00
1.214713e-06	1.396694e+00
1.215926e-06	1.420935e+00
1.217140e-06	1.407388e+00
1.218356e-06	1.424717e+00
1.219572e-06	1.394895e+00
1.220790e-06	1.432174e+00
1.222009e-06	1.402146e+00
1.223229e-06	1.415019e+00
1.224451e-06	1.411059e+00
1.225673e-06	1.427644e+00
1.226897e-06	1.406294e+00
1.228122e-06	1.402725e+00
1.229349e-06	1.418200e+00
1.230576e-06	1.417570e+00
1.231805e-06	1.438745e+00
1.233035e-06	1.417248e+00
1.234266e-06	1.416168e+00
1.235499e-06	1.410253e+00
1.236732e-06	1.432484e+00
1.237967e-06	1.402235e+00
1.239204e-06	1.404018e+00
1.240441e-06	1.410577e+00
1.241680e-06	1.395045e+00
1.242919e-06	1.418403e+00
1.244161e-06	1.408227e+00
1.245403e-06	1.390528e+00
1.246646e-06	1.398395e+00
1.247891e-06	1.398900e+00
1.249137e-06	1.409685e+00
1.250385e-06	1.387061e+00
1.251633e-06	1.406721e+00
1.252883e-06	1.389126e+00
1.254134e-06	1.394489e+00
1.255386e-06	1.430112e+00
1.256640e-06	1.446888e+00
1.257895e-06	1.417116e+00
1.259151e-06	1.391076e+00
1.260408e-06	1.411040e+00
1.261667e-06	1.397309e+00
1.262926e-06	1.388215e+00
1.264188e-06	1.390375e+00
1.265450e-06	1.399937e+00
1.266713e-06	1.406920e+00
1.267978e-06	1.388957e+00
1.269244e-06	1.401835e+00
1.270512e-06	1.447663e+00
1.271781e-06	1.388185e+00
1.273050e-06	1.436508e+00
1.274322e-06	1.380929e+00
1.275594e-06	1.399693e+00
1.276868e-06	1.397301e+00
1.278143e-06	1.443385e+00
1.279419e-06	1.410789e+00
1.280697e-06	1.402749e+00
1.281975e-06	1.414570e+00
1.283256e-06	1.440950e+00
1.284537e-06	1.415447e+00
1.285820e-06	1.392536e+00
1.287104e-06	1.397662e+00
1.288389e-06	1.407485e+00
1.289675e-06	1.426863e+00
1.290963e-06	1.392056e+00
1.292252e-06	1.413437e+00
1.293542e-06	1.415149e+00
1.294834e-06	1.421787e+00
1.296127e-06	1.414819e+00
1.297421e-06	1.400680e+00
1.298717e-06	1.389152e+00
1.300014e-06	1.376976e+00
1.301312e-06	1.432682e+00
1.302611e-06	1.398966e+00
1.303912e-06	1.419023e+00
1.305214e-06	1.395787e+00
1.306517e-06	1.402621e+00
1.307822e-06	1.433000e+00
1.309128e-06	1.470077e+00
1.310435e-06	1.441692e+00
1.311743e-06	1.443765e+00
1.313053e-06	1.395191e+00
1.314364e-06	1.405415e+00
1.315677e-06	1.397491e+00
1.316991e-06	1.433293e+00
1.318306e-06	1.410585e+00
1.319622e-06	1.418934e+00
1.320940e-06	1.440755e+00
1.322259e-06	1.415456e+00
1.323579e-06	1.411284e+00
1.324901e-06	1.411055e+00
1.326224e-06	1.422741e+00
1.327548e-06	1.392656e+00
1.328874e-06	1.446083e+00
1.330200e-06	1.453251e+00
1.331529e-06	1.408570e+00
1.332858e-06	1.469684e+00
1.334189e-06	1.422250e+00
1.335521e-06	1.420992e+00
1.336855e-06	1.457750e+00
1.338190e-06	1.457072e+00
1.339526e-06	1.410659e+00
1.340864e-06	1.436703e+00
1.342203e-06	1.401136e+00
1.343543e-06	1.488580e+00
1.344884e-06	1.555236e+00
1.346227e-06	1.413065e+00
1.347572e-06	1.473198e+00
1.348917e-06	1.447608e+00
1.350264e-06	1.465104e+00
1.351612e-06	1.499177e+00
1.352962e-06	1.461412e+00
1.354313e-06	1.477565e+00
1.355665e-06	1.500696e+00
1.357019e-06	1.436180e+00
1.358374e-06	1.524706e+00
1.359730e-06	1.457608e+00
1.361088e-06	1.571547e+00
1.362447e-06	1.482572e+00
1.363808e-06	1.443966e+00
1.365170e-06	1.447679e+00
1.366533e-06	1.476820e+00
1.367897e-06	1.469242e+00
1.369263e-06	1.486121e+00
1.370630e-06	1.485894e+00
1.371999e-06	1.457315e+00
1.373369e-06	1.443107e+00
1.374740e-06	1.456072e+00
1.376113e-06	1.480396e+00
1.377487e-06	1.414719e+00
1.378863e-06	1.466597e+00
1.380240e-06	1.489649e+00
1.381618e-06	1.440901e+00
1.382997e-06	1.460619e+00
1.384378e-06	1.490500e+00
1.385761e-06	1.486735e+00
1.387144e-06	1.458906e+00
1.388530e-06	1.434284e+00
1.389916e-06	1.541147e+00
1.391304e-06	1.452899e+00
1.392693e-06	1.516764e+00
1.394084e-06	1.426352e+00
1.395476e-06	1.463375e+00
1.396869e-06	1.469606e+00
1.398264e-06	1.444073e+00
1.399660e-06	1.528758e+00
1.401058e-06	1.518706e+00
1.402457e-06	1.439297e+00
1.403857e-06	1.448929e+00
1.405259e-06	1.501660e+00
1.406662e-06	1.518445e+00
1.408067e-06	1.456908e+00
1.409473e-06	1.439163e+00
1.410880e-06	1.495288e+00
1.412289e-06	1.443867e+00
1.413699e-06	1.477127e+00
1.415111e-06	1.448288e+00
1.416524e-06	1.432680e+00
1.417939e-06	1.466706e+00
1.419354e-06	1.488581e+00
1.420772e-06	1.564299e+00
1.422190e-06	1.501668e+00
1.423611e-06	1.518372e+00
1.425032e-06	1.479079e+00
1.426455e-06	1.457657e+00
1.427879e-06	1.474990e+00
1.429305e-06	1.503207e+00
1.430732e-06	1.458344e+00
1.432161e-06	1.497594e+00
1.433591e-06	1.458602e+00
1.435023e-06	1.465123e+00
1.436456e-06	1.475887e+00
1.437890e-06	1.471541e+00
1.439326e-06	1.460654e+00
1.440763e-06	1.473149e+00
1.442202e-06	1.459498e+00
1.443642e-06	1.440914e+00
1.445083e-06	1.472279e+00
1.446526e-06	1.463366e+00
1.447971e-06	1.480296e+00
1.449416e-06	1.449121e+00
1.450864e-06	1.496246e+00
1.452312e-06	1.458590e+00
1.453763e-06	1.492132e+00
1.455214e-06	1.461218e+00
1.456667e-06	1.559904e+00
1.458122e-06	1.515245e+00
1.459578e-06	1.502922e+00
1.461035e-06	1.452525e+00
1.462494e-06	1.491224e+00
1.463955e-06	1.492000e+00
1.465416e-06	1.421320e+00
1.466880e-06	1.486063e+00
1.468344e-06	1.459792e+00
1.469811e-06	1.445876e+00
1.471278e-06	1.453642e+00
1.472747e-06	1.435407e+00
1.474218e-06	1.492478e+00
1.475690e-06	1.493665e+00
1.477164e-06	1.474442e+00
1.478639e-06	1.504130e+00
1.480115e-06	1.475714e+00
1.481593e-06	1.460600e+00
1.483072e-06	1.424709e+00
1.484553e-06	1.491102e+00
1.486036e-06	1.474587e+00
1.487520e-06	1.455759e+00
1.489005e-06	1.444852e+00
1.490492e-06	1.474031e+00
1.491980e-06	1.453613e+00
1.493470e-06	1.501015e+00
1.494961e-06	1.431343e+00
1.496454e-06	1.491928e+00
1.497948e-06	1.446363e+00
1.499444e-06	1.440138e+00
1.500941e-06	1.456770e+00
1.502440e-06	1.463185e+00
1.503940e-06	1.463650e+00
1.505442e-06	1.446696e+00
1.506945e-06	1.470873e+00
1.508450e-06	1.451620e+00
1.509956e-06	1.453446e+00
1.511464e-06	1.459960e+00
1.512973e-06	1.434979e+00
1.514484e-06	1.461093e+00
1.515996e-06	1.443745e+00
1.517510e-06	1.476076e+00
1.519025e-06	1.493656e+00
1.520542e-06	1.451426e+00
1.522060e-06	1.481606e+00
1.523580e-06	1.458101e+00
1.525101e-06	1.457173e+00
1.526624e-06	1.420350e+00
1.528149e-06	1.465129e+00
1.529675e-06	1.441013e+00
1.531202e-06	1.499279e+00
1.532731e-06	1.445710e+00
1.534262e-06	1.480615e+00
1.535794e-06	1.456021e+00
1.537327e-06	1.498719e+00
1.538862e-06	1.454024e+00
1.540399e-06	1.436909e+00
1.541937e-06	1.449791e+00
1.543477e-06	1.430214e+00
1.545018e-06	1.407751e+00
1.546561e-06	1.469733e+00
1.548105e-06	1.429649e+00
1.549651e-06	1.466864e+00
1.551198e-06	1.449537e+00
1.552747e-06	1.435961e+00
1.554298e-06	1.448645e+00
1.555850e-06	1.443607e+00
1.557403e-06	1.451076e+00
1.558958e-06	1.427900e+00
1.560515e-06	1.436842e+00
1.562073e-06	1.430686e+00
1.563633e-06	1.422925e+00
1.565194e-06	1.455359e+00
1.566757e-06	1.448879e+00
1.568322e-06	1.434030e+00
1.569888e-06	1.432915e+00
1.571455e-06	1.437310e+00
1.573024e-06	1.466192e+00
1.574595e-06	1.442652e+00
1.576167e-06	1.432907e+00
1.577741e-06	1.427434e+00
1.579317e-06	1.418241e+00
1.580894e-06	1.421238e+00
1.582472e-06	1.468629e+00
1.584053e-06	1.434316e+00
1.585634e-06	1.441048e+00
1.587218e-06	1.446973e+00
1.588802e-06	1.418802e+00
1.590389e-06	1.461470e+00
1.591977e-06	1.423818e+00
1.593567e-06	1.426773e+00
1.595158e-06	1.404264e+00
1.596751e-06	1.422320e+00
1.598345e-06	1.451909e+00
1.599941e-06	1.458564e+00
1.601539e-06	1.417980e+00
1.603138e-06	1.444676e+00
1.604739e-06	1.458544e+00
1.606341e-06	1.425323e+00
1.607945e-06	1.415179e+00
1.609551e-06	1.439836e+00
1.611158e-06	1.417985e+00
1.612767e-06	1.459625e+00
1.614377e-06	1.405397e+00
1.615989e-06	1.446533e+00
1.617603e-06	1.419665e+00
1.619218e-06	1.451803e+00
1.620835e-06	1.400881e+00
1.622453e-06	1.413952e+00
1.624073e-06	1.420949e+00
1.625695e-06	1.453133e+00
1.627318e-06	1.421992e+00
1.628943e-06	1.404092e+00
1.630570e-06	1.404104e+00
1.632198e-06	1.484455e+00
1.633828e-06	1.403860e+00
1.635459e-06	1.420882e+00
1.637092e-06	1.427899e+00
1.638727e-06	1.421147e+00
1.640363e-06	1.432864e+00
1.642001e-06	1.387178e+00
1.643641e-06	1.415245e+00
1.645282e-06	1.421321e+00
1.646925e-06	1.399459e+00
1.648570e-06	1.406719e+00
1.650216e-06	1.400886e+00
1.651864e-06	1.426438e+00
1.653513e-06	1.396334e+00
1.655164e-06	1.408238e+00
1.656817e-06	1.399513e+00
1.658471e-06	1.401919e+00
1.660127e-06	1.414872e+00
1.661785e-06	1.406250e+00
1.663444e-06	1.403111e+00
1.665105e-06	1.399530e+00
1.666768e-06	1.409875e+00
1.668432e-06	1.407507e+00
1.670098e-06	1.437506e+00
1.671766e-06	1.427269e+00
1.673435e-06	1.397549e+00
1.675106e-06	1.409669e+00
1.676779e-06	1.415923e+00
1.678453e-06	1.424269e+00
1.680129e-06	1.403011e+00
1.681807e-06	1.381089e+00
1.683486e-06	1.426667e+00
1.685167e-06	1.416083e+00
1.686850e-06	1.457557e+00
1.688534e-06	1.401172e+00
1.690220e-06	1.467159e+00
1.691908e-06	1.427822e+00
1.693598e-06	1.389164e+00
1.695289e-06	1.437240e+00
1.696982e-06	1.453458e+00
1.698676e-06	1.392338e+00
1.700372e-06	1.415419e+00
