Wavelength	Transit Depth
(meters)	(percent)
6.199168e-07	1.423421e+00
6.205358e-07	1.422895e+00
6.211554e-07	1.422408e+00
6.217756e-07	1.422024e+00
6.223965e-07	1.421553e+00
6.230180e-07	1.421553e+00
6.236401e-07	1.420855e+00
6.242628e-07	1.420341e+00
6.248862e-07	1.419974e+00
6.255101e-07	1.420904e+00
6.261347e-07	1.419445e+00
6.267600e-07	1.419218e+00
6.273858e-07	1.418927e+00
6.280123e-07	1.418698e+00
6.286394e-07	1.418163e+00
6.292671e-07	1.417700e+00
6.298954e-07	1.417644e+00
6.305244e-07	1.417184e+00
6.311540e-07	1.416851e+00
6.317842e-07	1.416783e+00
6.324151e-07	1.416607e+00
6.330466e-07	1.417564e+00
6.336787e-07	1.415713e+00
6.343115e-07	1.415556e+00
6.349448e-07	1.415146e+00
6.355789e-07	1.414860e+00
6.362135e-07	1.414770e+00
6.368488e-07	1.414435e+00
6.374847e-07	1.414241e+00
6.381213e-07	1.414053e+00
6.387584e-07	1.414031e+00
6.393963e-07	1.413453e+00
6.400347e-07	1.413308e+00
6.406738e-07	1.413022e+00
6.413136e-07	1.413219e+00
6.419539e-07	1.412585e+00
6.425950e-07	1.412269e+00
6.432366e-07	1.412233e+00
6.438789e-07	1.412104e+00
6.445218e-07	1.411920e+00
6.451654e-07	1.411338e+00
6.458096e-07	1.410998e+00
6.464545e-07	1.410843e+00
6.471000e-07	1.410663e+00
6.477462e-07	1.410483e+00
6.483930e-07	1.410890e+00
6.490404e-07	1.409950e+00
6.496885e-07	1.409912e+00
6.503372e-07	1.409662e+00
6.509866e-07	1.409672e+00
6.516367e-07	1.409391e+00
6.522873e-07	1.409529e+00
6.529387e-07	1.409550e+00
6.535907e-07	1.408893e+00
6.542433e-07	1.408745e+00
6.548966e-07	1.408119e+00
6.555505e-07	1.408053e+00
6.562051e-07	1.408593e+00
6.568604e-07	1.407964e+00
6.575163e-07	1.409472e+00
6.581728e-07	1.407291e+00
6.588300e-07	1.423178e+00
6.594879e-07	1.411902e+00
6.601464e-07	1.407012e+00
6.608056e-07	1.406690e+00
6.614654e-07	1.406308e+00
6.621259e-07	1.406227e+00
6.627871e-07	1.421723e+00
6.634489e-07	1.409612e+00
6.641114e-07	1.405652e+00
6.647745e-07	1.405736e+00
6.654383e-07	1.406072e+00
6.661028e-07	1.405357e+00
6.667679e-07	1.406647e+00
6.674337e-07	1.407675e+00
6.681002e-07	1.404711e+00
6.687673e-07	1.404837e+00
6.694351e-07	1.404653e+00
6.701035e-07	1.404635e+00
6.707727e-07	1.404429e+00
6.714424e-07	1.403996e+00
6.721129e-07	1.403926e+00
6.727840e-07	1.403630e+00
6.734558e-07	1.404310e+00
6.741283e-07	1.404432e+00
6.748015e-07	1.404519e+00
6.754753e-07	1.403280e+00
6.761498e-07	1.403079e+00
6.768249e-07	1.403915e+00
6.775007e-07	1.402845e+00
6.781773e-07	1.402694e+00
6.788544e-07	1.402632e+00
6.795323e-07	1.402846e+00
6.802108e-07	1.402965e+00
6.808901e-07	1.402480e+00
6.815700e-07	1.402478e+00
6.822505e-07	1.402541e+00
6.829318e-07	1.402094e+00
6.836137e-07	1.402132e+00
6.842963e-07	1.402312e+00
6.849796e-07	1.402138e+00
6.856636e-07	1.402001e+00
6.863483e-07	1.401848e+00
6.870336e-07	1.401870e+00
6.877196e-07	1.409288e+00
6.884063e-07	1.402265e+00
6.890937e-07	1.402372e+00
6.897818e-07	1.404874e+00
6.904706e-07	1.401905e+00
6.911601e-07	1.402289e+00
6.918502e-07	1.402174e+00
6.925410e-07	1.406086e+00
6.932326e-07	1.402247e+00
6.939248e-07	1.408349e+00
6.946177e-07	1.404686e+00
6.953113e-07	1.403459e+00
6.960056e-07	1.402982e+00
6.967006e-07	1.406446e+00
6.973963e-07	1.403965e+00
6.980926e-07	1.402726e+00
6.987897e-07	1.412177e+00
6.994875e-07	1.403495e+00
7.001859e-07	1.402932e+00
7.008851e-07	1.404329e+00
7.015850e-07	1.403433e+00
7.022855e-07	1.404702e+00
7.029868e-07	1.405191e+00
7.036887e-07	1.403332e+00
7.043914e-07	1.407991e+00
7.050948e-07	1.409900e+00
7.057988e-07	1.405558e+00
7.065036e-07	1.404499e+00
7.072091e-07	1.407693e+00
7.079152e-07	1.405227e+00
7.086221e-07	1.405008e+00
7.093297e-07	1.408420e+00
7.100380e-07	1.405466e+00
7.107470e-07	1.407306e+00
7.114567e-07	1.405330e+00
