0.46412	5.135466583661433e-21
0.50286	9.493921372634e-21
0.52888	1.7378729474748473e-20
0.56792	2.517436360532325e-20
0.59746	3.600072911505924e-20
0.62682	7.359450734234374e-20
0.65928	1.6745888252260735e-19
0.69797	2.7033385812102964e-19
0.71738	3.438907698909159e-19
0.76251	3.492043095353452e-19
0.80431	1.453968015281423e-18
0.84612	1.9399785399974344e-18
0.90065	4.0765392208802855e-18
0.95186	5.566901976987482e-18
0.99364	5.1172792210700226e-18
1.06755	7.947392550109985e-18
1.10283	7.799176140537406e-18
1.14135	7.317198664415536e-18
1.20214	7.822571867180009e-18
1.24705	7.703896908818164e-18
1.30153	8.741890164750463e-18
1.34326	4.272902679522187e-18
1.39452	3.117597427485048e-18
1.44582	3.2510661143089516e-18
1.50027	3.541578188620305e-18
1.55131	4.122847529061603e-18
1.59319	4.832216291415074e-18
1.6443	5.2318098137937435e-18
1.6764	5.494463644134031e-18
1.74403	4.087202067839752e-18
1.7793	2.9756361406766353e-18
1.94258	1.9586672362036055e-18
1.99373	1.5958111257135354e-18
2.04529	1.848302609402042e-18
2.09367	2.1206549808464128e-18
2.13873	2.5120773763536545e-18
2.19343	2.919805899057236e-18
2.24169	2.781880092810663e-18
2.28655	2.5174517359672445e-18
2.35072	1.954475134038447e-18
2.39507	1.530844201733465e-18
2.43379	1.2789648304443539e-18
2.48837	1.0149992276312654e-18
