Name,V,R,I,J,H,K,Ks
Ceres_Lundock081125,27.62961069,25.32013622,22.972102,19.59652191,19.08838887,18.74373735,18.74670331
Moon_Lundock081121Luna1,9.902812705,7.281986119,4.892002522,1.164204136,0.411172744,0.52741352,0.55965348
Earth_Lundock081121,16.74289797,14.67403332,12.48679453,8.677943278,8.220983702,7.922432397,7.966964424
Mercury_Mallama2017,21.00866649,18.30678366,15.8940247,11.95356124,11.40810247,10.79005705,10.84926316
Io_Fanale1974,24.63840994,22.32044562,20.13048312,16.08707618,15.56678214,15.00703694,15.09358844
Mars_McCord1971,20.36984155,17.42861654,15.07860595,11.44271494,11.06584815,10.57918298,10.68222271
Dione_Lundock080505,29.65481455,27.46590586,25.2439129,21.86307489,21.87064475,21.73661642,21.78266379
Rhea_Lundock081125,29.12147229,26.72699059,24.48390635,20.98040254,20.94030259,22.08833227,21.88397304
Callisto_Spencer1999leading,25.66054708,23.31563263,20.94342217,17.21250458,16.95070862,16.6489728,16.71896578
Europa_Spencer1999trailing,24.84905834,22.30269155,20.07239345,16.62022304,16.95306866,17.26448241,17.35116736
Ganymede_Spencer1999leading,24.63532854,22.07392372,19.60009615,16.21753682,16.22561108,16.01291821,16.1012144
Enceladus_VIMS,23.67095649,21.15243675,18.82095005,15.37334267,15.22475865,14.87365927,14.9861377
Pluto_LorenziProtopapa,26.05953248,23.32335486,20.89701414,17.55350094,17.27935862,17.21284362,17.0834882
Jupiter_Lundock080507,16.83188788,14.49005985,12.22542177,9.709326194,9.89289264,10.92419459,11.00380082
Saturn_Lundock080505withRing,20.25254396,18.07756864,15.92075284,12.79218321,12.59637131,15.04093767,14.7002578
Saturn_Lundock081119NPole,20.36915035,17.76133111,15.48407857,12.43555592,12.32968583,14.79854068,14.09373912
Saturn_Lundock081119withRing,20.38299824,17.83285179,15.56462209,12.54510744,12.43590799,14.63025656,14.11667488
Saturn_Lundock081122withRing,20.43810496,18.11879285,15.87677516,12.84729,12.84422121,14.66766752,14.20492503
Neptune_Lundock080507,27.22992819,25.68505489,23.86544532,21.4620683,21.63366533,21.81674755,23.21584765
Neptune_Lundock081120,27.24118203,25.86758062,24.06116247,22.51850278,22.53331051,24.74843283,24.84298091
Neptune_Lundock081125,27.24314882,25.8518035,24.02341319,22.07266354,21.93802566,23.58862118,23.27816931
Neptune_Lundock081126,27.20734357,25.61502191,23.77154806,20.96226584,20.98999324,21.4642847,21.82685086
Uranus_Lundock080511,25.25326209,23.88852261,22.23096164,20.74661234,20.77818463,23.10237994,23.87231926
Uranus_Lundock081120,25.13067574,23.71094663,21.96786127,20.53934294,20.73983996,24.63958423,24.6345439
Titan_Lundock080505,27.59963265,25.22044295,23.0186705,20.40311662,21.21617871,21.71285608,21.39774566
Titan_Lundock080506,27.54101225,24.72100066,22.36693521,19.5172536,19.74587785,20.10794628,19.72238348
Titan_Lundock081124,27.76313951,25.18765259,23.00156513,20.28831751,20.58946588,22.72394659,22.54222491
Venus_MeadowsSpencer,14.51715522,12.99095252,10.4589124,7.253912301,7.05088925,7.063146851,7.259475105
